label,level,F,G,H,allocation_vector,utilities_vector,log_utilities_vector,pruned,prune_reason
S206,6,28.1313,22.7164,5.4149,"[0, None, 2, None, 2, 4, None, 3, 3, None]","[335, 0, 399, 279, 194]","[5.8171, 0.0, 5.9915, 5.6348, 5.273]",False,
S207,6,28.0991,22.643,5.4561,"[0, None, 2, None, 2, 4, None, 4, 3, None]","[335, 0, 399, 167, 301]","[5.8171, 0.0, 5.9915, 5.124, 5.7104]",False,
N58,5,28.2178,22.3093,5.9085,"[0, None, 3, None, 2, 4, None, None, 3, None]","[335, 0, 296, 250, 194]","[5.8171, 0.0, 5.6937, 5.5255, 5.273]",False,
S184,6,27.8917,22.4761,5.4156,"[0, None, 3, None, 2, 4, None, 0, 3, None]","[396, 0, 296, 250, 194]","[5.9839, 0.0, 5.6937, 5.5255, 5.273]",False,
S185,6,27.9974,26.2796,1.7178,"[0, None, 3, None, 2, 4, None, 1, 3, None]","[335, 52, 296, 250, 194]","[5.8171, 3.9703, 5.6937, 5.5255, 5.273]",False,
S186,6,27.8542,22.4386,5.4156,"[0, None, 3, None, 2, 4, None, 2, 3, None]","[335, 0, 337, 250, 194]","[5.8171, 0.0, 5.823, 5.5255, 5.273]",False,
S187,6,28.0932,22.6782,5.4149,"[0, None, 3, None, 2, 4, None, 3, 3, None]","[335, 0, 296, 362, 194]","[5.8171, 0.0, 5.6937, 5.8944, 5.273]",False,
S188,6,28.1031,22.7467,5.3564,"[0, None, 3, None, 2, 4, None, 4, 3, None]","[335, 0, 296, 250, 301]","[5.8171, 0.0, 5.6937, 5.5255, 5.7104]",False,
S47,5,28.147,22.1878,5.9592,"[0, None, 4, None, 2, 4, None, None, 3, None]","[335, 0, 296, 167, 257]","[5.8171, 0.0, 5.6937, 5.124, 5.553]",False,
S45,4,28.1313,17.2947,10.8366,"[0, None, None, None, 2, 4, None, None, 4, None]","[335, 0, 296, 0, 324]","[5.8171, 0.0, 5.6937, 0.0, 5.7838]",False,
S34,2,27.8114,10.9667,16.8447,"[1, None, None, None, 2, None, None, None, None, None]","[0, 194, 296, 0, 0]","[0.0, 5.273, 5.6937, 0.0, 0.0]",False,
S35,2,27.6188,6.3561,21.2627,"[2, None, None, None, 2, None, None, None, None, None]","[0, 0, 575, 0, 0]","[0.0, 0.0, 6.3561, 0.0, 0.0]",False,
S36,2,27.8075,10.9616,16.8459,"[3, None, None, None, 2, None, None, None, None, None]","[0, 0, 296, 193, 0]","[0.0, 0.0, 5.6937, 5.2679, 0.0]",False,
N42,2,28.2431,11.4367,16.8064,"[4, None, None, None, 2, None, None, None, None, None]","[0, 0, 296, 0, 311]","[0.0, 0.0, 5.6937, 0.0, 5.743]",False,
S117,3,28.1379,16.5547,11.5832,"[4, None, None, None, 2, 0, None, None, None, None]","[166, 0, 296, 0, 311]","[5.118, 0.0, 5.6937, 0.0, 5.743]",False,
S118,3,27.977,16.273,11.704,"[4, None, None, None, 2, 1, None, None, None, None]","[0, 125, 296, 0, 311]","[0.0, 4.8363, 5.6937, 0.0, 5.743]",False,
S119,3,27.9073,11.9189,15.9885,"[4, None, None, None, 2, 2, None, None, None, None]","[0, 0, 480, 0, 311]","[0.0, 0.0, 6.1759, 0.0, 5.743]",False,
S120,3,28.0605,16.4272,11.6334,"[4, None, None, None, 2, 3, None, None, None, None]","[0, 0, 296, 146, 311]","[0.0, 0.0, 5.6937, 4.9904, 5.743]",False,
S121,3,27.9087,11.9203,15.9885,"[4, None, None, None, 2, 4, None, None, None, None]","[0, 0, 296, 0, 505]","[0.0, 0.0, 5.6937, 0.0, 6.2265]",False,
S1,1,28.1273,5.4723,22.655,"[None, None, None, None, 3, None, None, None, None, None]","[0, 0, 0, 237, 0]","[0.0, 0.0, 0.0, 5.4723, 0.0]",False,
S2,1,27.9736,5.2781,22.6954,"[None, None, None, None, 4, None, None, None, None, None]","[0, 0, 0, 0, 195]","[0.0, 0.0, 0.0, 0.0, 5.2781]",False,
