m,seed,rr_nash_log,rr_utilitarian,rr_egalitarian,rr_time,rr_is_ef1,rr_is_ef,astar_nash_log,astar_utilitarian,astar_egalitarian,astar_time,astar_nodes,astar_leaves,astar_solutions,astar_converged,astar_improved,astar_is_ef1,astar_is_ef
20,1,31.05319127332941,2592,336,4.7206878662109375e-05,True,False,31.58721769646247,2773,511,0.8855874538421631,3924,1,1,True,True,True,True
20,2,31.06207908587084,2552,375,5.221366882324219e-05,True,False,31.69187134767054,2836,511,0.39994239807128906,2240,1,1,True,True,True,False
20,3,31.316126475926026,2732,346,4.863739013671875e-05,True,False,31.778227174345975,2883,536,0.1022028923034668,558,1,1,True,True,True,False
20,4,31.219886928939786,2675,359,6.556510925292969e-05,True,False,31.6768021126482,2834,467,0.08786678314208984,472,1,1,True,True,True,False
20,5,31.48942992185656,2791,374,8.869171142578125e-05,True,False,31.77868188353171,2905,499,0.2589888572692871,1477,1,1,True,True,True,False
20,6,31.703369173395572,2942,375,5.030632019042969e-05,True,False,31.986996129994786,3008,523,0.28968143463134766,1568,1,1,True,True,True,True
20,7,31.477924318149885,2788,364,4.935264587402344e-05,True,False,31.843520950719817,2919,550,0.033528804779052734,190,1,1,True,True,True,True
20,8,31.209802212214644,2641,362,4.839897155761719e-05,True,False,31.874616476685745,2936,529,0.02825474739074707,168,1,1,True,True,True,True
20,9,31.164203187001263,2624,358,4.9591064453125e-05,True,False,31.806471212086727,2896,531,0.15294122695922852,785,1,1,True,True,True,True
20,10,31.15693788912614,2587,398,5.221366882324219e-05,True,False,31.807754132954464,2905,530,0.2496798038482666,1323,1,1,True,True,True,True
20,11,31.360517236729024,2700,406,4.792213439941406e-05,True,False,31.775858865644363,2900,474,0.576197624206543,3236,1,1,True,True,True,False
20,12,31.170566685886342,2642,367,4.839897155761719e-05,True,False,31.744457507510994,2871,508,0.6063401699066162,3442,1,1,True,True,True,True
20,13,31.101921223775182,2625,325,4.863739013671875e-05,True,False,31.710817883714594,2840,512,0.38226819038391113,2074,1,1,True,True,True,True
