m,seed,rr_nash_log,rr_utilitarian,rr_egalitarian,rr_time,rr_is_ef1,rr_is_ef,astar_nash_log,astar_utilitarian,astar_egalitarian,astar_time,astar_nodes,astar_leaves,astar_solutions,astar_converged,astar_improved,astar_is_ef1,astar_is_ef
40,46,35.16696614543084,5714,960,0.00011968612670898438,True,True,35.38292400449302,5929,1032,14.784746408462524,67625,1,1,True,True,True,True
40,47,34.902136300001786,5386,957,0.00011396408081054688,True,False,34.902136300001786,5386,957,15.15149474143982,69371,0,0,False,False,True,False
40,48,34.84241137752692,5323,987,0.00011301040649414062,True,False,35.276187562149055,5795,1092,4.021352529525757,19750,1,1,True,True,True,True
40,49,34.84433704665038,5367,833,0.00014781951904296875,True,False,35.2300476245816,5739,1090,1.0499703884124756,5512,1,1,True,True,True,True
50,0,36.06483128544561,6793,1292,0.0001544952392578125,True,False,36.06483128544561,6793,1292,20.000210523605347,87814,0,0,False,False,True,False
50,1,36.12631574753999,6886,1240,0.0001552104949951172,True,True,36.12631574753999,6886,1240,20.29906463623047,92471,0,0,False,False,True,True
50,2,35.94471436043517,6625,1271,0.00018787384033203125,True,False,36.31069206839892,7127,1356,15.644550800323486,76237,1,1,True,True,True,True
50,3,36.173990592591935,6944,1286,0.00015783309936523438,True,True,36.173990592591935,6944,1286,20.000247716903687,95733,0,0,False,False,True,True
50,4,36.133289880120046,6886,1271,0.00015544891357421875,True,False,36.463493806366856,7350,1344,9.941092491149902,47681,1,1,True,True,True,True
50,5,36.2058510518353,7007,1197,0.00018787384033203125,True,True,36.4114481305123,7269,1388,0.16482067108154297,896,1,1,True,True,True,True
50,6,36.193566592375205,6977,1236,0.00019431114196777344,True,False,36.324495203653925,7146,1352,7.4132513999938965,35827,1,1,True,True,True,True
50,7,36.115879483413266,6873,1274,0.0001647472381591797,True,True,36.115879483413266,6873,1274,20.000120878219604,95635,0,0,False,False,True,True
50,8,36.24537351069171,7071,1178,0.00015544891357421875,True,True,36.24537351069171,7071,1178,20.00011110305786,94005,0,0,False,False,True,True
50,9,36.24212921566729,7040,1293,0.0001552104949951172,True,True,36.50243390622162,7404,1432,1.049863576889038,5855,1,1,True,True,True,True
50,10,36.11794038284604,6864,1235,0.00018477439880371094,True,False,36.11794038284604,6864,1235,20.000130653381348,97282,0,0,False,False,True,False
50,11,36.31869800611237,7170,1277,0.0001583099365234375,True,False,36.31869800611237,7170,1277,20.000057220458984,92011,0,0,False,False,True,False
50,12,36.26970931869979,7114,1190,0.00016164779663085938,True,False,36.44577983321314,7323,1362,7.672336101531982,37733,1,1,True,True,True,True
50,13,36.270657260333174,7067,1352,0.00016450881958007812,True,True,36.270657260333174,7067,1352,20.00007963180542,95418,0,0,False,False,True,True
50,14,36.0891875841419,6818,1304,0.00018548965454101562,True,False,36.0891875841419,6818,1304,20.000132083892822,95390,0,0,False,False,True,False
50,15,36.197566588754455,6988,1228,0.00015473365783691406,True,False,36.197566588754455,6988,1228,20.00009560585022,95702,0,0,False,False,True,False
50,16,36.271854646182554,7088,1284,0.00019073486328125,True,False,36.45767097545054,7340,1391,11.949386835098267,57495,1,1,True,True,True,True
50,17,36.10000012851626,6853,1191,0.00015425682067871094,True,True,36.23669769023762,7021,1355,10.554734945297241,50892,1,1,True,True,True,True
50,18,36.04877777784159,6804,1093,0.0001544952392578125,True,True,36.04877777784159,6804,1093,20.000096559524536,96275,0,0,False,False,True,True
50,19,36.153029210332065,6937,1185,0.0001990795135498047,True,True,36.35815620871066,7192,1377,13.733062982559204,64539,1,1,True,True,True,True
50,20,36.14522710729437,6913,1248,0.0001862049102783203,True,True,36.14522710729437,6913,1248,20.000036001205444,100568,0,0,False,False,True,True
50,21,36.318448511124686,7161,1232,0.00016021728515625,True,True,36.318448511124686,7161,1232,20.000067710876465,95650,0,0,False,False,True,True
50,22,36.25039845446875,7079,1172,0.00023221969604492188,True,True,36.25039845446875,7079,1172,20.000117778778076,94685,0,0,False,False,True,True
50,23,36.154833788345314,6920,1268,0.00019073486328125,True,True,36.38417718445386,7231,1397,0.23720645904541016,1252,1,1,True,True,True,True
50,24,36.21862734687749,7005,1265,0.00016236305236816406,True,True,36.21862734687749,7005,1265,20.000245094299316,98151,0,0,False,False,True,True
50,25,36.17446941225191,6937,1332,0.00015401840209960938,True,True,36.17446941225191,6937,1332,20.000098705291748,98490,0,0,False,False,True,True
50,26,36.425990541509194,7296,1368,0.00018143653869628906,True,True,36.425990541509194,7296,1368,20.000007152557373,94022,0,0,False,False,True,True
50,27,35.979079038117305,6703,1164,0.00015497207641601562,True,False,35.979079038117305,6703,1164,20.000073194503784,95337,0,0,False,False,True,False
50,28,36.09959261061762,6853,1224,0.00015997886657714844,True,True,36.09959261061762,6853,1224,20.000032424926758,95877,0,0,False,False,True,True
50,29,36.20966406621368,6997,1259,0.00018262863159179688,True,False,36.20966406621368,6997,1259,20.00001287460327,98040,0,0,False,False,True,False
50,30,36.07731931340004,6807,1281,0.00016355514526367188,True,True,36.07731931340004,6807,1281,20.000252962112427,83413,0,0,False,False,True,True
50,31,36.028807202029334,6749,1205,0.0002791881561279297,True,True,36.028807202029334,6749,1205,20.00006365776062,92420,0,0,False,False,True,True
50,32,36.05375854261388,6805,1098,0.0001552104949951172,True,False,36.05375854261388,6805,1098,20.407939672470093,92681,0,0,False,False,True,False
50,33,36.04818954382528,6792,1208,0.0001742839813232422,True,False,36.04818954382528,6792,1208,20.000136137008667,96288,0,0,False,False,True,False
50,34,36.17661839147851,6940,1308,0.00021386146545410156,True,False,36.17661839147851,6940,1308,20.000054836273193,91655,0,0,False,False,True,False
50,35,36.32864777968521,7173,1280,0.00015997886657714844,True,False,36.59991221051582,7551,1449,2.647956132888794,14024,1,1,True,True,True,True
50,36,35.959550623816135,6656,1233,0.00015616416931152344,True,True,36.28397878345995,7085,1379,14.844099044799805,68679,1,1,True,True,True,True
50,37,36.43354816146887,7317,1324,0.0001556873321533203,True,True,36.55133205799141,7478,1435,1.6216413974761963,8868,1,1,True,True,True,True
50,38,36.17783025567416,6981,1135,0.0001647472381591797,True,False,36.17783025567416,6981,1135,20.000123023986816,94708,0,0,False,False,True,False
50,39,36.39279576950951,7257,1291,0.00016069412231445312,True,True,36.521117854904105,7430,1432,0.7419102191925049,4012,1,1,True,True,True,True
50,40,36.305237421108906,7142,1207,0.00016236305236816406,True,True,36.5496915470946,7477,1421,2.4812779426574707,13176,1,1,True,True,True,True
50,41,36.18362292401627,6953,1318,0.0001742839813232422,True,True,36.376330758539964,7224,1363,8.677489519119263,42602,1,1,True,True,True,True
50,42,36.13681603760244,6895,1251,0.00015425682067871094,True,True,36.13681603760244,6895,1251,20.00003457069397,93798,0,0,False,False,True,True
50,43,36.27627604917682,7086,1279,0.00015926361083984375,True,True,36.45462001430934,7340,1334,2.3145785331726074,11813,1,1,True,True,True,True
50,44,36.3644339824028,7234,1257,0.00016760826110839844,True,True,36.450653020006754,7331,1415,10.453404903411865,49327,1,1,True,True,True,True
50,45,36.28250108987333,7098,1253,0.00015997886657714844,True,True,36.47199974125799,7359,1428,17.294543981552124,79948,1,1,True,True,True,True
50,46,36.05128040370158,6770,1260,0.00015544891357421875,True,False,36.2525834551687,7048,1283,11.604720830917358,57307,1,1,True,True,True,True
50,47,36.30250561073602,7126,1277,0.0001583099365234375,True,False,36.46628636950122,7357,1328,12.836875200271606,63482,1,1,True,True,True,True
50,48,36.435868441063036,7327,1312,0.0001628398895263672,True,True,36.5545296938877,7483,1411,1.8486392498016357,9552,1,1,True,True,True,True
50,49,36.15774641756112,6920,1279,0.0001552104949951172,True,False,36.15774641756112,6920,1279,20.00000500679016,95530,0,0,False,False,True,False
