m,seed,rr_nash_log,rr_utilitarian,rr_egalitarian,rr_time,astar_nash_log,astar_utilitarian,astar_egalitarian,astar_time,astar_nodes,astar_leaves,astar_solutions,astar_converged,astar_improved,astar_is_ef1,rr_player_order
40,10,34.766042355407905,5243,938,0.0001494884490966,34.99272817411606,5488,1004,9.6363205909729,60128,1,1,True,True,True,"[4, 2, 1, 3, 0]"
40,11,34.8995378614744,5394,963,0.0001299381256103,34.8995378614744,5394,963,15.00007462501526,91370,0,0,False,False,True,"[4, 1, 3, 2, 0]"
40,12,35.01194060439023,5515,996,0.0001215934753417,35.301385561502585,5827,1107,0.1309266090393066,960,1,1,True,True,True,"[1, 4, 2, 3, 0]"
40,13,35.141538060860746,5654,1001,9.465217590332033e-05,35.141538060860746,5654,1001,15.000059843063354,91506,0,0,False,False,True,"[0, 4, 2, 1, 3]"
40,14,35.07652633712292,5590,986,9.608268737792967e-05,35.38510613948497,5923,1134,1.619489669799805,11080,1,1,True,True,True,"[4, 1, 0, 3, 2]"
40,15,35.00513309367808,5500,1038,0.0001211166381835,35.22107025655729,5732,1078,0.6768946647644043,4706,1,1,True,True,True,"[0, 2, 1, 4, 3]"
40,16,34.99282815950364,5482,1018,9.369850158691406e-05,34.99282815950364,5482,1018,15.000090837478638,91917,0,0,False,False,True,"[2, 3, 4, 1, 0]"
40,17,34.98333171102101,5492,911,9.083747863769533e-05,35.30452304695937,5837,1047,14.28822636604309,86902,1,1,True,True,True,"[1, 4, 3, 0, 2]"
40,18,34.957646936169155,5444,1013,0.0001237392425537,34.957646936169155,5444,1013,15.000099420547484,89105,0,0,False,False,True,"[2, 3, 4, 1, 0]"
40,19,34.84559641382878,5339,901,9.489059448242188e-05,35.11090644648584,5602,1088,2.8052661418914795,19142,1,1,True,True,True,"[3, 1, 0, 2, 4]"
40,20,34.87540562088997,5359,941,9.179115295410156e-05,34.87540562088997,5359,941,15.000075578689575,95090,0,0,False,False,True,"[3, 0, 4, 2, 1]"
40,21,35.04423178200675,5561,962,9.65595245361328e-05,35.29760992833964,5833,1052,3.144495725631714,21906,1,1,True,True,True,"[2, 3, 0, 1, 4]"
40,22,34.83187255537066,5323,917,8.869171142578125e-05,34.83187255537066,5323,917,15.000016450881958,97477,0,0,False,False,True,"[0, 3, 2, 4, 1]"
40,23,34.785035129169465,5286,893,9.751319885253906e-05,35.09811072160748,5591,1066,1.0290696620941162,7392,1,1,True,True,True,"[4, 0, 1, 2, 3]"
40,24,34.99259559292065,5506,918,9.107589721679688e-05,35.23097884894815,5749,1061,0.8301112651824951,6170,1,1,True,True,True,"[1, 4, 0, 3, 2]"
40,25,35.028952293785146,5519,1027,9.679794311523438e-05,35.32567565024931,5850,1130,2.3468902111053467,16533,1,1,True,True,True,"[4, 2, 1, 0, 3]"
40,26,34.90251974921546,5377,1008,9.179115295410156e-05,35.17068740788576,5673,1087,2.241151094436645,15858,1,1,True,True,True,"[1, 0, 2, 3, 4]"
40,27,34.86825621507426,5377,866,0.0001032352447509,34.86825621507426,5377,866,15.000187873840332,96964,0,0,False,False,True,"[0, 1, 2, 4, 3]"
40,28,34.72139349000223,5192,949,9.393692016601562e-05,34.72139349000223,5192,949,15.00002932548523,100085,0,0,False,False,True,"[1, 0, 4, 3, 2]"
40,29,34.9159420273371,5408,938,9.012222290039062e-05,35.26811320828311,5790,1063,6.770397663116455,46106,1,1,True,True,True,"[4, 3, 0, 1, 2]"
40,30,35.003545217109945,5501,977,9.489059448242188e-05,35.16227164514976,5664,1051,1.6035172939300537,11271,1,1,True,True,True,"[1, 4, 0, 3, 2]"
40,31,35.05299408295178,5561,958,9.202957153320312e-05,35.31558864399636,5838,1104,8.376288890838623,54213,1,1,True,True,True,"[3, 0, 2, 1, 4]"
40,32,35.24920063844074,5767,1068,0.0001299381256103,35.47026330204629,6028,1150,12.406559228897097,77140,1,1,True,True,True,"[2, 1, 3, 0, 4]"
40,33,35.05738454506388,5557,1012,9.298324584960938e-05,35.05738454506388,5557,1012,15.000009059906006,96218,0,0,False,False,True,"[1, 4, 3, 0, 2]"
40,34,35.134750479000694,5634,1086,9.465217590332033e-05,35.36233058711753,5900,1096,7.276497364044189,46924,1,1,True,True,True,"[1, 4, 3, 2, 0]"
40,35,34.97981113931095,5462,1041,9.1552734375e-05,34.97981113931095,5462,1041,15.000060796737673,93855,0,0,False,False,True,"[1, 4, 2, 3, 0]"
40,36,34.90475419463088,5401,988,9.250640869140624e-05,34.90475419463088,5401,988,15.000163793563845,94557,0,0,False,False,True,"[3, 2, 1, 0, 4]"
40,37,35.06645667964394,5582,1004,9.41753387451172e-05,35.255473282256155,5780,1030,1.8751027584075928,13356,1,1,True,True,True,"[2, 4, 0, 3, 1]"
40,38,35.140772236168296,5657,1026,9.1552734375e-05,35.140772236168296,5657,1026,15.00009059906006,96084,0,0,False,False,True,"[3, 1, 2, 0, 4]"
40,39,35.09314328419497,5599,1033,9.41753387451172e-05,35.26683215494249,5793,1056,0.4850938320159912,3597,1,1,True,True,True,"[1, 2, 4, 3, 0]"
40,40,34.84939487644482,5338,946,9.107589721679688e-05,35.16857121505932,5669,1089,1.209524631500244,7445,1,1,True,True,True,"[3, 1, 2, 4, 0]"
40,41,35.16296514561556,5669,1070,0.0003120899200439,35.34980193044916,5883,1068,0.3307561874389648,2108,1,1,True,True,True,"[4, 1, 2, 0, 3]"
40,42,35.03948275866528,5526,1034,9.632110595703124e-05,35.20127779151024,5720,1031,1.983670234680176,13493,1,1,True,True,True,"[4, 2, 0, 1, 3]"
40,43,34.994991778182595,5488,1010,9.34600830078125e-05,35.31657116277043,5860,1043,3.1807057857513428,20637,1,1,True,True,True,"[0, 4, 3, 2, 1]"
40,44,34.99129944849298,5485,963,9.107589721679688e-05,35.14262457988876,5642,1085,0.6385445594787598,4326,1,1,True,True,True,"[3, 0, 4, 1, 2]"
40,45,35.00379328043644,5519,885,9.560585021972656e-05,35.00379328043644,5519,885,15.000105619430542,87828,0,0,False,False,True,"[4, 2, 3, 0, 1]"
40,46,35.16696614543084,5714,960,0.0001487731933593,35.38292400449302,5929,1032,11.93974494934082,67625,1,1,True,True,True,"[2, 4, 1, 3, 0]"
40,47,34.902136300001786,5386,957,0.000101089477539,34.902136300001786,5386,957,15.000054836273192,90742,0,0,False,False,True,"[4, 0, 1, 3, 2]"
40,48,34.84241137752692,5323,987,9.512901306152344e-05,35.276187562149055,5795,1092,3.182503700256348,19750,1,1,True,True,True,"[4, 3, 2, 1, 0]"
40,49,34.84433704665038,5367,833,9.107589721679688e-05,35.2300476245816,5739,1090,0.7911930084228516,5512,1,1,True,True,True,"[3, 1, 2, 0, 4]"
50,0,36.06483128544561,6793,1292,0.0001237392425537,36.06483128544561,6793,1292,20.0002076625824,119515,0,0,False,False,True,"[2, 1, 4, 0, 3]"
50,1,36.12631574753999,6886,1240,0.0001327991485595,36.12631574753999,6886,1240,20.000019311904907,124028,0,0,False,False,True,"[4, 2, 0, 1, 3]"
50,2,35.94471436043517,6625,1271,0.0001261234283447,36.31069206839892,7127,1356,12.087843418121338,76237,1,1,True,True,True,"[4, 3, 2, 1, 0]"
50,3,36.173990592591935,6944,1286,0.0001280307769775,36.173990592591935,6944,1286,20.000009775161743,120959,0,0,False,False,True,"[2, 1, 0, 3, 4]"
50,4,36.133289880120046,6886,1271,0.0001564025878906,36.463493806366856,7350,1344,7.623289823532104,47681,1,1,True,True,True,"[3, 0, 2, 4, 1]"
50,5,36.2058510518353,7007,1197,0.0001332759857177,36.4114481305123,7269,1388,0.1226334571838378,896,1,1,True,True,True,"[1, 0, 3, 2, 4]"
50,6,36.193566592375205,6977,1236,0.0001239776611328,36.324495203653925,7146,1352,5.359631776809692,35827,1,1,True,True,True,"[4, 1, 2, 0, 3]"
50,7,36.11587948341327,6873,1274,0.0001258850097656,36.11587948341327,6873,1274,20.00012516975403,119462,0,0,False,False,True,"[1, 2, 4, 0, 3]"
50,8,36.24537351069171,7071,1178,0.0001230239868164,36.24537351069171,7071,1178,20.00005507469177,122311,0,0,False,False,True,"[2, 0, 4, 1, 3]"
50,9,36.24212921566729,7040,1293,0.0001235008239746,36.50243390622162,7404,1432,0.8487551212310791,5855,1,1,True,True,True,"[2, 1, 4, 0, 3]"
50,10,36.11794038284604,6864,1235,0.0001330375671386,36.11794038284604,6864,1235,20.00013375282288,98629,0,0,False,False,True,"[4, 1, 3, 2, 0]"
50,11,36.31869800611237,7170,1277,0.0001888275146484,36.31869800611237,7170,1277,20.000131607055664,119792,0,0,False,False,True,"[4, 0, 3, 1, 2]"
50,12,36.26970931869979,7114,1190,0.0001239776611328,36.44577983321314,7323,1362,6.767893075942993,37733,1,1,True,True,True,"[2, 1, 0, 3, 4]"
50,13,36.27065726033317,7067,1352,0.0001251697540283,36.27065726033317,7067,1352,20.000060081481934,120607,0,0,False,False,True,"[2, 1, 0, 4, 3]"
50,14,36.0891875841419,6818,1304,0.000129222869873,36.0891875841419,6818,1304,20.00007939338684,123639,0,0,False,False,True,"[2, 3, 0, 1, 4]"
50,15,36.197566588754455,6988,1228,0.0002031326293945,36.197566588754455,6988,1228,20.55042290687561,118213,0,0,False,False,True,"[4, 0, 2, 3, 1]"
50,16,36.27185464618256,7088,1284,0.0003631114959716,36.45767097545054,7340,1391,9.920854568481444,57495,1,1,True,True,True,"[1, 2, 4, 3, 0]"
50,17,36.10000012851626,6853,1191,0.0001301765441894,36.23669769023762,7021,1355,7.704830646514893,50892,1,1,True,True,True,"[4, 1, 0, 2, 3]"
50,18,36.04877777784159,6804,1093,0.0001254081726074,36.04877777784159,6804,1093,20.000072956085205,124796,0,0,False,False,True,"[3, 0, 4, 2, 1]"
50,19,36.15302921033207,6937,1185,0.0001311302185058,36.35815620871066,7192,1377,9.9835307598114,64539,1,1,True,True,True,"[3, 2, 1, 4, 0]"
50,20,36.14522710729437,6913,1248,0.0001280307769775,36.14522710729437,6913,1248,20.000009298324585,128221,0,0,False,False,True,"[1, 4, 2, 3, 0]"
50,21,36.318448511124686,7161,1232,0.0001239776611328,36.318448511124686,7161,1232,20.000121593475345,121928,0,0,False,False,True,"[0, 2, 4, 1, 3]"
50,22,36.25039845446875,7079,1172,0.0001370906829833,36.25039845446875,7079,1172,20.000078439712524,126756,0,0,False,False,True,"[1, 0, 2, 4, 3]"
50,23,36.154833788345314,6920,1268,0.0001347064971923,36.38417718445386,7231,1397,0.1703839302062988,1252,1,1,True,True,True,"[2, 0, 1, 4, 3]"
50,24,36.21862734687749,7005,1265,0.0001635551452636,36.21862734687749,7005,1265,20.001442432403564,126864,0,0,False,False,True,"[3, 1, 4, 2, 0]"
50,25,36.17446941225191,6937,1332,0.0001237392425537,36.17446941225191,6937,1332,20.00014877319336,125030,0,0,False,False,True,"[0, 3, 2, 1, 4]"
50,26,36.4259905415092,7296,1368,0.0001256465911865,36.4259905415092,7296,1368,20.000001668930054,127822,0,0,False,False,True,"[0, 4, 1, 3, 2]"
50,27,35.979079038117305,6703,1164,0.0001280307769775,35.979079038117305,6703,1164,20.002336502075195,129440,0,0,False,False,True,"[3, 4, 2, 0, 1]"
50,28,36.09959261061762,6853,1224,0.000124454498291,36.09959261061762,6853,1224,20.000165462493896,127114,0,0,False,False,True,"[0, 3, 1, 4, 2]"
50,29,36.20966406621368,6997,1259,0.0001516342163085,36.20966406621368,6997,1259,20.000053644180294,131395,0,0,False,False,True,"[3, 0, 2, 1, 4]"
50,30,36.07731931340004,6807,1281,0.0001227855682373,36.34636953560906,7194,1318,19.72969889640808,125413,1,1,True,True,True,"[3, 0, 2, 4, 1]"
50,31,36.02880720202933,6749,1205,0.0001466274261474,36.02880720202933,6749,1205,20.000049591064453,127097,0,0,False,False,True,"[4, 1, 0, 3, 2]"
50,32,36.05375854261388,6805,1098,0.0001196861267089,36.05375854261388,6805,1098,20.000046968460083,128099,0,0,False,False,True,"[4, 0, 1, 3, 2]"
50,33,36.04818954382528,6792,1208,0.0001623630523681,36.04818954382528,6792,1208,20.098904132843018,129464,0,0,False,False,True,"[0, 1, 4, 2, 3]"
50,34,36.17661839147851,6940,1308,0.0001242160797119,36.17661839147851,6940,1308,20.00000524520874,124495,0,0,False,False,True,"[1, 3, 4, 0, 2]"
50,35,36.32864777968521,7173,1280,0.0001227855682373,36.59991221051582,7551,1449,1.9170575141906736,14024,1,1,True,True,True,"[3, 2, 0, 1, 4]"
50,36,35.959550623816135,6656,1233,0.0001227855682373,36.28397878345995,7085,1379,10.79348850250244,68679,1,1,True,True,True,"[0, 1, 3, 2, 4]"
50,37,36.43354816146887,7317,1324,0.0002336502075195,36.55133205799141,7478,1435,1.3407025337219238,8868,1,1,True,True,True,"[1, 2, 0, 3, 4]"
50,38,36.17783025567416,6981,1135,0.0001585483551025,36.17783025567416,6981,1135,20.00000262260437,115709,0,0,False,False,True,"[2, 4, 3, 1, 0]"
50,39,36.39279576950951,7257,1291,0.0001254081726074,36.521117854904105,7430,1432,0.5975396633148193,4012,1,1,True,True,True,"[0, 4, 2, 3, 1]"
50,40,36.305237421108906,7142,1207,0.0002024173736572,36.5496915470946,7477,1421,2.1087396144866943,13176,1,1,True,True,True,"[4, 2, 3, 1, 0]"
50,41,36.18362292401627,6953,1318,0.0002703666687011,36.376330758539964,7224,1363,7.349435329437256,42602,1,1,True,True,True,"[0, 3, 2, 4, 1]"
50,42,36.13681603760244,6895,1251,0.0002214908599853,36.13681603760244,6895,1251,20.000054836273197,123086,0,0,False,False,True,"[1, 4, 2, 0, 3]"
50,43,36.27627604917682,7086,1279,0.0001230239868164,36.45462001430934,7340,1334,1.6459863185882568,11813,1,1,True,True,True,"[3, 0, 2, 1, 4]"
50,44,36.3644339824028,7234,1257,0.0001838207244873,36.450653020006754,7331,1415,9.277762413024902,49327,1,1,True,True,True,"[3, 2, 0, 1, 4]"
50,45,36.28250108987333,7098,1253,0.0002491474151611,36.47199974125799,7359,1428,13.63877296447754,79948,1,1,True,True,True,"[1, 4, 0, 3, 2]"
50,46,36.05128040370158,6770,1260,0.0001361370086669,36.2525834551687,7048,1283,8.978140354156494,57307,1,1,True,True,True,"[4, 0, 2, 1, 3]"
50,47,36.30250561073602,7126,1277,0.0001220703125,36.46628636950122,7357,1328,9.508613348007202,63482,1,1,True,True,True,"[1, 2, 4, 3, 0]"
50,48,36.43586844106304,7327,1312,0.0001230239868164,36.5545296938877,7483,1411,1.3887803554534912,9552,1,1,True,True,True,"[3, 0, 1, 4, 2]"
50,49,36.15774641756112,6920,1279,0.0001258850097656,36.15774641756112,6920,1279,20.000096797943115,119288,0,0,False,False,True,"[3, 4, 2, 0, 1]"
