m,seed,rr_nash_log,rr_utilitarian,rr_egalitarian,rr_time,rr_is_ef1,rr_is_ef,astar_nash_log,astar_utilitarian,astar_egalitarian,astar_time,astar_nodes,astar_leaves,astar_solutions,astar_converged,astar_improved,astar_is_ef1,astar_is_ef,rr_player_order
30,48,33.04343272057326,3761,599,8.225440979003906e-05,True,False,33.643293724682906,4183,764,0.4857292175292969,2758,1,1,True,True,True,True,"[2, 4, 3, 1, 0]"
30,49,33.47433514513276,4067,654,7.557868957519531e-05,True,False,33.677399869380174,4222,792,0.7203049659729004,4128,1,1,True,True,True,True,"[1, 3, 4, 0, 2]"
40,0,34.93174424908341,5485,874,0.0001099109649658,True,False,34.93174424908341,5485,874,15.022441387176514,71804,0,0,False,False,True,False,"[2, 0, 4, 1, 3]"
40,1,35.090482137418405,5607,1019,0.0001156330108642,True,False,35.33010854791635,5864,1039,0.2978880405426025,1688,1,1,True,True,True,True,"[3, 0, 2, 4, 1]"
40,2,35.03763819074887,5549,1030,0.0001194477081298,True,False,35.03763819074887,5549,1030,15.000151634216309,73630,0,0,False,False,True,False,"[0, 1, 3, 4, 2]"
40,3,34.926619255080766,5434,945,0.0001134872436523,True,False,35.260037697067084,5779,1070,0.0702025890350341,387,1,1,True,True,True,True,"[1, 4, 0, 3, 2]"
40,4,35.048531639684846,5560,1006,0.0001111030578613,True,False,35.250368064866024,5762,1122,6.942672967910767,34148,1,1,True,True,True,True,"[4, 2, 1, 0, 3]"
40,5,35.14396767837682,5684,1043,0.000110387802124,True,False,35.40467531185671,5948,1104,0.2772576808929443,1592,1,1,True,True,True,True,"[2, 0, 1, 3, 4]"
40,6,34.964554886191664,5483,1016,0.000110387802124,True,False,34.964554886191664,5483,1016,15.000114679336548,75048,0,0,False,False,True,False,"[4, 3, 1, 0, 2]"
40,7,35.1830307259027,5706,1045,0.0001130104064941,True,False,35.37309358240982,5908,1114,2.724855422973633,14389,1,1,True,True,True,True,"[1, 3, 4, 2, 0]"
40,8,35.11874970318861,5617,1042,0.0001130104064941,True,False,35.35627691709683,5886,1130,0.053354263305664,296,1,1,True,True,True,True,"[4, 3, 2, 1, 0]"
40,9,34.93602078759672,5447,859,0.0001273155212402,True,False,34.93602078759672,5447,859,15.000027894973757,71074,0,0,False,False,True,False,"[3, 4, 1, 0, 2]"
40,10,34.766042355407905,5243,938,0.0001115798950195,True,False,34.99272817411606,5488,1004,12.673916339874268,60128,1,1,True,True,True,True,"[4, 2, 1, 3, 0]"
40,11,34.8995378614744,5394,963,0.000112771987915,True,False,34.8995378614744,5394,963,15.079675436019896,69259,0,0,False,False,True,False,"[4, 1, 3, 2, 0]"
40,12,35.01194060439023,5515,996,0.0001134872436523,True,False,35.301385561502585,5827,1107,0.1686122417449951,960,1,1,True,True,True,True,"[1, 4, 2, 3, 0]"
40,13,35.141538060860746,5654,1001,0.0001130104064941,True,False,35.141538060860746,5654,1001,15.000219583511353,70516,0,0,False,False,True,False,"[0, 4, 2, 1, 3]"
40,14,35.07652633712292,5590,986,0.000119924545288,True,False,35.38510613948497,5923,1134,2.07959246635437,11080,1,1,True,True,True,True,"[4, 1, 0, 3, 2]"
40,15,35.00513309367808,5500,1038,0.0001447200775146,True,False,35.22107025655729,5732,1078,0.8644430637359619,4706,1,1,True,True,True,True,"[0, 2, 1, 4, 3]"
40,16,34.99282815950364,5482,1018,0.0001218318939208,True,False,34.99282815950364,5482,1018,15.000115871429443,73275,0,0,False,False,True,False,"[2, 3, 4, 1, 0]"
40,17,34.98333171102101,5492,911,0.000169038772583,True,False,34.98333171102101,5492,911,15.000062704086304,72011,0,0,False,False,True,False,"[1, 4, 3, 0, 2]"
40,18,34.957646936169155,5444,1013,0.0001120567321777,True,False,34.957646936169155,5444,1013,15.00018310546875,68774,0,0,False,False,True,False,"[2, 3, 4, 1, 0]"
40,19,34.84559641382878,5339,901,0.0001161098480224,True,False,35.11090644648584,5602,1088,3.720446348190308,19142,1,1,True,True,True,True,"[3, 1, 0, 2, 4]"
40,20,34.87540562088997,5359,941,0.0001122951507568,True,False,34.87540562088997,5359,941,15.000277280807495,71022,0,0,False,False,True,False,"[3, 0, 4, 2, 1]"
40,21,35.04423178200675,5561,962,0.0001225471496582,True,True,35.29760992833964,5833,1052,4.372053623199463,21906,1,1,True,True,True,True,"[2, 3, 0, 1, 4]"
40,22,34.83187255537066,5323,917,0.0001130104064941,True,False,34.83187255537066,5323,917,15.000038385391235,70422,0,0,False,False,True,False,"[0, 3, 2, 4, 1]"
40,23,34.785035129169465,5286,893,0.0001120567321777,True,False,35.09811072160748,5591,1066,1.368457555770874,7392,1,1,True,True,True,True,"[4, 0, 1, 2, 3]"
40,24,34.99259559292065,5506,918,0.0001196861267089,True,False,35.23097884894815,5749,1061,1.1152594089508057,6170,1,1,True,True,True,True,"[1, 4, 0, 3, 2]"
40,25,35.028952293785146,5519,1027,0.0001122951507568,True,True,35.32567565024931,5850,1130,3.2799246311187744,16533,1,1,True,True,True,True,"[4, 2, 1, 0, 3]"
40,26,34.90251974921546,5377,1008,0.0001120567321777,True,False,35.17068740788576,5673,1087,3.042870044708252,15858,1,1,True,True,True,True,"[1, 0, 2, 3, 4]"
40,27,34.86825621507426,5377,866,0.0001122951507568,True,False,34.86825621507426,5377,866,15.000124454498293,70084,0,0,False,False,True,False,"[0, 1, 2, 4, 3]"
40,28,34.72139349000223,5192,949,0.0001149177551269,True,False,34.72139349000223,5192,949,15.349132776260376,71371,0,0,False,False,True,False,"[1, 0, 4, 3, 2]"
40,29,34.9159420273371,5408,938,0.0001115798950195,True,True,35.26811320828311,5790,1063,9.56384825706482,46106,1,1,True,True,True,True,"[4, 3, 0, 1, 2]"
40,30,35.003545217109945,5501,977,0.0001192092895507,True,False,35.16227164514976,5664,1051,2.0960469245910645,11271,1,1,True,True,True,True,"[1, 4, 0, 3, 2]"
40,31,35.05299408295178,5561,958,0.0001111030578613,True,False,35.31558864399636,5838,1104,12.079468727111816,54213,1,1,True,True,True,True,"[3, 0, 2, 1, 4]"
40,32,35.24920063844074,5767,1068,0.0001459121704101,True,False,35.24920063844074,5767,1068,15.000126361846924,68372,0,0,False,False,True,False,"[2, 1, 3, 0, 4]"
40,33,35.05738454506388,5557,1012,0.0001146793365478,True,True,35.05738454506388,5557,1012,15.000072002410889,71331,0,0,False,False,True,True,"[1, 4, 3, 0, 2]"
40,34,35.134750479000694,5634,1086,0.0001122951507568,True,True,35.36233058711753,5900,1096,13.222143173217772,46924,1,1,True,True,True,True,"[1, 4, 3, 2, 0]"
40,35,34.97981113931095,5462,1041,0.0001823902130126,True,False,34.97981113931095,5462,1041,15.000028610229492,65771,0,0,False,False,True,False,"[1, 4, 2, 3, 0]"
40,36,34.90475419463088,5401,988,0.0001101493835449,True,False,34.90475419463088,5401,988,15.000088930130005,69806,0,0,False,False,True,False,"[3, 2, 1, 0, 4]"
40,37,35.06645667964394,5582,1004,0.0001125335693359,True,False,35.255473282256155,5780,1030,2.855989456176758,13356,1,1,True,True,True,True,"[2, 4, 0, 3, 1]"
40,38,35.140772236168296,5657,1026,0.0001108646392822,True,False,35.140772236168296,5657,1026,15.29404330253601,71892,0,0,False,False,True,False,"[3, 1, 2, 0, 4]"
40,39,35.09314328419497,5599,1033,0.0001533031463623,True,True,35.26683215494249,5793,1056,0.6435039043426514,3597,1,1,True,True,True,True,"[1, 2, 4, 3, 0]"
40,40,34.84939487644482,5338,946,0.0001206398010253,True,False,35.16857121505932,5669,1089,1.340489387512207,7445,1,1,True,True,True,True,"[3, 1, 2, 4, 0]"
40,41,35.16296514561556,5669,1070,0.0001187324523925,True,False,35.34980193044916,5883,1068,0.3776755332946777,2108,1,1,True,True,True,True,"[4, 1, 2, 0, 3]"
40,42,35.03948275866528,5526,1034,0.0001108646392822,True,True,35.20127779151024,5720,1031,2.608487844467163,13493,1,1,True,True,True,True,"[4, 2, 0, 1, 3]"
40,43,34.994991778182595,5488,1010,0.0001099109649658,True,False,35.31657116277043,5860,1043,4.101662397384644,20637,1,1,True,True,True,True,"[0, 4, 3, 2, 1]"
40,44,34.99129944849298,5485,963,0.0001182556152343,True,False,35.14262457988876,5642,1085,0.8165276050567627,4326,1,1,True,True,True,True,"[3, 0, 4, 1, 2]"
40,45,35.00379328043644,5519,885,0.0001120567321777,True,True,35.00379328043644,5519,885,15.000185251235962,73861,0,0,False,False,True,True,"[4, 2, 3, 0, 1]"
40,46,35.16696614543084,5714,960,0.0001196861267089,True,True,35.38292400449302,5929,1032,14.784746408462524,67625,1,1,True,True,True,True,"[2, 4, 1, 3, 0]"
40,47,34.902136300001786,5386,957,0.0001139640808105,True,False,34.902136300001786,5386,957,15.15149474143982,69371,0,0,False,False,True,False,"[4, 0, 1, 3, 2]"
40,48,34.84241137752692,5323,987,0.0001130104064941,True,False,35.276187562149055,5795,1092,4.021352529525757,19750,1,1,True,True,True,True,"[4, 3, 2, 1, 0]"
40,49,34.84433704665038,5367,833,0.0001478195190429,True,False,35.2300476245816,5739,1090,1.0499703884124756,5512,1,1,True,True,True,True,"[3, 1, 2, 0, 4]"
50,0,36.06483128544561,6793,1292,0.0001544952392578,True,False,36.06483128544561,6793,1292,20.000210523605347,87814,0,0,False,False,True,False,"[2, 1, 4, 0, 3]"
50,1,36.12631574753999,6886,1240,0.0001552104949951,True,True,36.12631574753999,6886,1240,20.29906463623047,92471,0,0,False,False,True,True,"[4, 2, 0, 1, 3]"
50,2,35.94471436043517,6625,1271,0.000187873840332,True,False,36.31069206839892,7127,1356,15.644550800323486,76237,1,1,True,True,True,True,"[4, 3, 2, 1, 0]"
50,3,36.173990592591935,6944,1286,0.0001578330993652,True,True,36.173990592591935,6944,1286,20.000247716903687,95733,0,0,False,False,True,True,"[2, 1, 0, 3, 4]"
50,4,36.133289880120046,6886,1271,0.0001554489135742,True,False,36.463493806366856,7350,1344,9.941092491149902,47681,1,1,True,True,True,True,"[3, 0, 2, 4, 1]"
50,5,36.2058510518353,7007,1197,0.000187873840332,True,True,36.4114481305123,7269,1388,0.1648206710815429,896,1,1,True,True,True,True,"[1, 0, 3, 2, 4]"
50,6,36.193566592375205,6977,1236,0.0001943111419677,True,False,36.324495203653925,7146,1352,7.413251399993896,35827,1,1,True,True,True,True,"[4, 1, 2, 0, 3]"
50,7,36.11587948341327,6873,1274,0.0001647472381591,True,True,36.11587948341327,6873,1274,20.000120878219604,95635,0,0,False,False,True,True,"[1, 2, 4, 0, 3]"
50,8,36.24537351069171,7071,1178,0.0001554489135742,True,True,36.24537351069171,7071,1178,20.00011110305786,94005,0,0,False,False,True,True,"[2, 0, 4, 1, 3]"
50,9,36.24212921566729,7040,1293,0.0001552104949951,True,True,36.50243390622162,7404,1432,1.049863576889038,5855,1,1,True,True,True,True,"[2, 1, 4, 0, 3]"
50,10,36.11794038284604,6864,1235,0.0001847743988037,True,False,36.11794038284604,6864,1235,20.000130653381348,97282,0,0,False,False,True,False,"[4, 1, 3, 2, 0]"
50,11,36.31869800611237,7170,1277,0.0001583099365234,True,False,36.31869800611237,7170,1277,20.000057220458984,92011,0,0,False,False,True,False,"[4, 0, 3, 1, 2]"
50,12,36.26970931869979,7114,1190,0.0001616477966308,True,False,36.44577983321314,7323,1362,7.672336101531982,37733,1,1,True,True,True,True,"[2, 1, 0, 3, 4]"
50,13,36.27065726033317,7067,1352,0.00016450881958,True,True,36.27065726033317,7067,1352,20.00007963180542,95418,0,0,False,False,True,True,"[2, 1, 0, 4, 3]"
50,14,36.0891875841419,6818,1304,0.000185489654541,True,False,36.0891875841419,6818,1304,20.000132083892822,95390,0,0,False,False,True,False,"[2, 3, 0, 1, 4]"
50,15,36.197566588754455,6988,1228,0.0001547336578369,True,False,36.197566588754455,6988,1228,20.00009560585022,95702,0,0,False,False,True,False,"[4, 0, 2, 3, 1]"
50,16,36.27185464618256,7088,1284,0.0001907348632812,True,False,36.45767097545054,7340,1391,11.949386835098268,57495,1,1,True,True,True,True,"[1, 2, 4, 3, 0]"
50,17,36.10000012851626,6853,1191,0.0001542568206787,True,True,36.23669769023762,7021,1355,10.55473494529724,50892,1,1,True,True,True,True,"[4, 1, 0, 2, 3]"
50,18,36.04877777784159,6804,1093,0.0001544952392578,True,True,36.04877777784159,6804,1093,20.000096559524536,96275,0,0,False,False,True,True,"[3, 0, 4, 2, 1]"
50,19,36.15302921033207,6937,1185,0.0001990795135498,True,True,36.35815620871066,7192,1377,13.733062982559204,64539,1,1,True,True,True,True,"[3, 2, 1, 4, 0]"
50,20,36.14522710729437,6913,1248,0.0001862049102783,True,True,36.14522710729437,6913,1248,20.000036001205444,100568,0,0,False,False,True,True,"[1, 4, 2, 3, 0]"
50,21,36.318448511124686,7161,1232,0.0001602172851562,True,True,36.318448511124686,7161,1232,20.000067710876465,95650,0,0,False,False,True,True,"[0, 2, 4, 1, 3]"
50,22,36.25039845446875,7079,1172,0.0002322196960449,True,True,36.25039845446875,7079,1172,20.00011777877808,94685,0,0,False,False,True,True,"[1, 0, 2, 4, 3]"
50,23,36.154833788345314,6920,1268,0.0001907348632812,True,True,36.38417718445386,7231,1397,0.2372064590454101,1252,1,1,True,True,True,True,"[2, 0, 1, 4, 3]"
50,24,36.21862734687749,7005,1265,0.0001623630523681,True,True,36.21862734687749,7005,1265,20.00024509429932,98151,0,0,False,False,True,True,"[3, 1, 4, 2, 0]"
50,25,36.17446941225191,6937,1332,0.0001540184020996,True,True,36.17446941225191,6937,1332,20.000098705291748,98490,0,0,False,False,True,True,"[0, 3, 2, 1, 4]"
50,26,36.4259905415092,7296,1368,0.0001814365386962,True,True,36.4259905415092,7296,1368,20.000007152557373,94022,0,0,False,False,True,True,"[0, 4, 1, 3, 2]"
50,27,35.979079038117305,6703,1164,0.000154972076416,True,False,35.979079038117305,6703,1164,20.000073194503784,95337,0,0,False,False,True,False,"[3, 4, 2, 0, 1]"
50,28,36.09959261061762,6853,1224,0.0001599788665771,True,True,36.09959261061762,6853,1224,20.00003242492676,95877,0,0,False,False,True,True,"[0, 3, 1, 4, 2]"
50,29,36.20966406621368,6997,1259,0.0001826286315917,True,False,36.20966406621368,6997,1259,20.00001287460327,98040,0,0,False,False,True,False,"[3, 0, 2, 1, 4]"
50,30,36.07731931340004,6807,1281,0.0001635551452636,True,True,36.07731931340004,6807,1281,20.000252962112427,83413,0,0,False,False,True,True,"[3, 0, 2, 4, 1]"
50,31,36.02880720202933,6749,1205,0.0002791881561279,True,True,36.02880720202933,6749,1205,20.00006365776062,92420,0,0,False,False,True,True,"[4, 1, 0, 3, 2]"
50,32,36.05375854261388,6805,1098,0.0001552104949951,True,False,36.05375854261388,6805,1098,20.407939672470093,92681,0,0,False,False,True,False,"[4, 0, 1, 3, 2]"
50,33,36.04818954382528,6792,1208,0.0001742839813232,True,False,36.04818954382528,6792,1208,20.000136137008667,96288,0,0,False,False,True,False,"[0, 1, 4, 2, 3]"
50,34,36.17661839147851,6940,1308,0.0002138614654541,True,False,36.17661839147851,6940,1308,20.000054836273197,91655,0,0,False,False,True,False,"[1, 3, 4, 0, 2]"
50,35,36.32864777968521,7173,1280,0.0001599788665771,True,False,36.59991221051582,7551,1449,2.647956132888794,14024,1,1,True,True,True,True,"[3, 2, 0, 1, 4]"
50,36,35.959550623816135,6656,1233,0.0001561641693115,True,True,36.28397878345995,7085,1379,14.844099044799805,68679,1,1,True,True,True,True,"[0, 1, 3, 2, 4]"
50,37,36.43354816146887,7317,1324,0.0001556873321533,True,True,36.55133205799141,7478,1435,1.6216413974761963,8868,1,1,True,True,True,True,"[1, 2, 0, 3, 4]"
50,38,36.17783025567416,6981,1135,0.0001647472381591,True,False,36.17783025567416,6981,1135,20.000123023986816,94708,0,0,False,False,True,False,"[2, 4, 3, 1, 0]"
50,39,36.39279576950951,7257,1291,0.0001606941223144,True,True,36.521117854904105,7430,1432,0.7419102191925049,4012,1,1,True,True,True,True,"[0, 4, 2, 3, 1]"
50,40,36.305237421108906,7142,1207,0.0001623630523681,True,True,36.5496915470946,7477,1421,2.4812779426574707,13176,1,1,True,True,True,True,"[4, 2, 3, 1, 0]"
50,41,36.18362292401627,6953,1318,0.0001742839813232,True,True,36.376330758539964,7224,1363,8.677489519119263,42602,1,1,True,True,True,True,"[0, 3, 2, 4, 1]"
50,42,36.13681603760244,6895,1251,0.0001542568206787,True,True,36.13681603760244,6895,1251,20.00003457069397,93798,0,0,False,False,True,True,"[1, 4, 2, 0, 3]"
50,43,36.27627604917682,7086,1279,0.0001592636108398,True,True,36.45462001430934,7340,1334,2.3145785331726074,11813,1,1,True,True,True,True,"[3, 0, 2, 1, 4]"
50,44,36.3644339824028,7234,1257,0.0001676082611083,True,True,36.450653020006754,7331,1415,10.453404903411863,49327,1,1,True,True,True,True,"[3, 2, 0, 1, 4]"
50,45,36.28250108987333,7098,1253,0.0001599788665771,True,True,36.47199974125799,7359,1428,17.294543981552124,79948,1,1,True,True,True,True,"[1, 4, 0, 3, 2]"
50,46,36.05128040370158,6770,1260,0.0001554489135742,True,False,36.2525834551687,7048,1283,11.604720830917358,57307,1,1,True,True,True,True,"[4, 0, 2, 1, 3]"
50,47,36.30250561073602,7126,1277,0.0001583099365234,True,False,36.46628636950122,7357,1328,12.836875200271606,63482,1,1,True,True,True,True,"[1, 2, 4, 3, 0]"
50,48,36.43586844106304,7327,1312,0.0001628398895263,True,True,36.5545296938877,7483,1411,1.848639249801636,9552,1,1,True,True,True,True,"[3, 0, 1, 4, 2]"
50,49,36.15774641756112,6920,1279,0.0001552104949951,True,False,36.15774641756112,6920,1279,20.00000500679016,95530,0,0,False,False,True,False,"[3, 4, 2, 0, 1]"
