m,seed,rr_nash_log,rr_utilitarian,rr_egalitarian,rr_time,astar_nash_log,astar_utilitarian,astar_egalitarian,astar_time,astar_nodes,astar_leaves,astar_solutions,astar_converged,astar_improved,astar_is_ef1
30,0,33.35571885238553,3987,585,0.00011706352233886719,33.640747201260304,4183,761,2.0489416122436523,14092,1,1,True,True,True
30,1,33.471228629241374,4057,725,6.341934204101562e-05,33.62319928594772,4172,729,0.5567977428436279,4089,1,1,True,True,True
30,2,33.473547934966646,4085,597,6.532669067382812e-05,33.68782851857357,4215,798,0.1088871955871582,789,1,1,True,True,True
30,3,33.25269163495384,3898,639,6.318092346191406e-05,33.61680098798506,4158,764,0.707834005355835,5212,1,1,True,True,True
30,4,33.17027962322131,3828,636,6.341934204101562e-05,33.41768756347872,4000,722,2.8852698802948,18645,1,1,True,True,True
30,5,33.364800420975044,3991,658,7.43865966796875e-05,33.741559798080004,4264,777,0.3851001262664795,2735,1,1,True,True,True
30,6,33.22879113455488,3876,624,7.05718994140625e-05,33.58192843736828,4127,785,0.4218113422393799,2956,1,1,True,True,True
30,7,33.40678345802444,4060,575,6.389617919921875e-05,33.70373346722042,4237,769,0.7914078235626221,5636,1,1,True,True,True
30,8,33.09396625555203,3776,630,6.461143493652344e-05,33.6435227418779,4183,749,0.0643157958984375,485,1,1,True,True,True
30,9,33.472944689506214,4062,658,6.246566772460938e-05,33.83582214422795,4355,790,0.501903772354126,3668,1,1,True,True,True
30,10,33.16655373264384,3820,608,0.00010728836059570312,33.4922145308561,4057,725,1.6104822158813477,9987,1,1,True,True,True
